OBJECTID,COLDETKEY,ST_AGE,ST_CONTRBCIR1_DESC,ST_INJRY_CLSS_DESC,ST_PARTCPNT_TYPE_DESC,ST_PED_ACT_DESC,ST_PED_WAS_USING_DESC,Incident Date,Report Number,x,y
225301011,385452,,Following Too Closely,Unknown,Motor vehicle driver,,,6/22/2025,EG03141,,
225301012,385672,33,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301018,385452,47,None,Possible Injury,Motor vehicle driver,,,6/22/2025,EG03141,,
225301019,385845,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,8/3/2025,3931326,-122.3194616,47.61409084
225301020,385672,0,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301022,384006,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/24/2025,EF95976,-122.3224595,47.59919181
225301023,385845,48,None,No Injury,Motor vehicle driver,,,8/3/2025,3931326,-122.3194616,47.61409084
225301025,384006,64,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,5/24/2025,EF95976,-122.3224595,47.59919181
225301027,381963,,None,,Motor vehicle driver,,,3/6/2025,EF73369,-122.3319805,47.60254235
225301028,382347,33,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/11/2025,3924417,-122.3424167,47.61855584
225301030,385672,35,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301031,381963,,Improper Backing,Unknown,Motor vehicle driver,,,3/6/2025,EF73369,-122.3319805,47.60254235
225301032,382347,30,None,No Injury,Motor vehicle driver,,,4/11/2025,3924417,-122.3424167,47.61855584
225301034,385672,1,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301035,380883,43,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301036,382347,62,,No Injury,Motor vehicle passenger,,,4/11/2025,3924417,-122.3424167,47.61855584
225301037,385672,33,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301038,380883,76,Did not Grant Right of Way to Vehicle,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301039,382347,19,,No Injury,Motor vehicle passenger,,,4/11/2025,3924417,-122.3424167,47.61855584
225301040,385672,1,,No Injury,Motor vehicle passenger,,,4/15/2025,EF91289,-122.336475,47.69232608
225301042,382346,22,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/12/2025,3933894,-122.3331871,47.60302507
225301043,380883,42,None,No Injury,Motor vehicle driver,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301044,385672,46,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/15/2025,EF91289,-122.336475,47.69232608
225301046,382346,25,None,No Injury,Motor vehicle driver,,,4/12/2025,3933894,-122.3331871,47.60302507
225301047,380883,77,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301048,383808,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/27/2025,EF96998,-122.3290728,47.58507937
225301050,380883,49,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301051,383808,60,None,No Injury,Motor vehicle driver,,,5/27/2025,EF96998,-122.3290728,47.58507937
225301053,380883,22,,Non Serious Injury (Evident Injury),Motor vehicle passenger,,,2/22/2025,EF68556,-122.3082677,47.57192976
225301057,381774,33,Unknown Distraction,No Injury,Motor vehicle driver,,,3/18/2025,3933371,-122.3929869,47.64173843
225301060,382346,,,No Injury,Motor vehicle passenger,,,4/12/2025,3933894,-122.3331871,47.60302507
225301061,381774,13,Unknown Distraction,Possible Injury,Pedal cycle driver,Riding Against Traffic,Roadway,3/18/2025,3933371,-122.3929869,47.64173843
225301062,381364,43,None,No Injury,Motor vehicle driver,,,1/28/2025,EF61144,-122.3661932,47.66943614
225301063,385473,,Did not Grant Right of Way to Vehicle,Unknown,Motor vehicle driver,,,4/16/2025,EF84433,-122.2852959,47.54569965
225301064,385297,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,3/30/2025,EF82509,-122.2645113,47.5224157
225301065,381364,36,Unknown Distraction,No Injury,Motor vehicle driver,,,1/28/2025,EF61144,-122.3661932,47.66943614
225301066,385473,32,None,No Injury,Motor vehicle driver,,,4/16/2025,EF84433,-122.2852959,47.54569965
225301071,384925,57,Apparently Asleep,Non Serious Injury (Evident Injury),Motor vehicle driver,,,8/9/2025,3924628,-122.339396,47.61268301
225301076,385448,47,Unknown Distraction,No Injury,Motor vehicle driver,,,6/10/2025,EG01822,-122.3445036,47.63759339
225301077,383639,23,Operating Handheld Cell Phone,No Injury,Motor vehicle driver,,,1/3/2025,EF54574,-122.380934,47.65409067
225301079,381077,,Improper Turn/Merge,Unknown,Motor vehicle driver,,,2/25/2025,EF69029,-122.3279022,47.61617805
225301080,383639,44,None,Unknown,Motor vehicle driver,,,1/3/2025,EF54574,-122.380934,47.65409067
225301082,384925,,None,,Motor vehicle driver,,,8/9/2025,3924628,-122.339396,47.61268301
225301083,381077,25,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,2/25/2025,EF69029,-122.3279022,47.61617805
225301084,383639,36,None,No Injury,Motor vehicle driver,,,1/3/2025,EF54574,-122.380934,47.65409067
225301086,384925,,None,,Motor vehicle driver,,,8/9/2025,3924628,-122.339396,47.61268301
225301089,381361,64,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,3/8/2025,3930283,-122.3914193,47.69057881
225301091,381361,,None,,Motor vehicle driver,,,3/8/2025,3930283,-122.3914193,47.69057881
225301095,383277,48,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,5/22/2025,3931607,-122.2968082,47.60521174
225301099,383277,34,None,Unknown,Motor vehicle driver,,,5/22/2025,3931607,-122.2968082,47.60521174
225301102,385284,32,Under the Influence of Alcohol,Unknown,Motor vehicle driver,,,8/14/2025,3943153,-122.3283737,47.6137037
225301103,381962,35,Unknown Distraction,No Injury,Motor vehicle driver,,,3/25/2025,EF77945,-122.3298373,47.61446292
225301104,381337,51,Disregard Traffic Sign or Signal,No Injury,Motor vehicle driver,,,3/6/2025,3929919,-122.3200861,47.63840891
225301105,381962,55,None,Possible Injury,Motor vehicle driver,,,3/25/2025,EF77945,-122.3298373,47.61446292
225301106,381962,25,,No Injury,Motor vehicle passenger,,,3/25/2025,EF77945,-122.3298373,47.61446292
225301107,381337,26,None,No Injury,Motor vehicle driver,,,3/6/2025,3929919,-122.3200861,47.63840891
225301110,385284,45,None,No Injury,Motor vehicle driver,,,8/14/2025,3943153,-122.3283737,47.6137037
225301112,384461,60,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/6/2025,EF98587,-122.2823597,47.5370497
225301113,381539,20,None,Unknown,Motor vehicle driver,,,2/10/2025,3931635,-122.3055771,47.58296137
225301115,384461,58,None,No Injury,Motor vehicle driver,,,6/6/2025,EF98587,-122.2823597,47.5370497
225301116,381539,,Disregard Traffic Sign or Signal,Unknown,Motor vehicle driver,,,2/10/2025,3931635,-122.3055771,47.58296137
225301117,384258,32,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/8/2025,3895446,-122.3267294,47.66135776
225301120,384258,50,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,7/8/2025,3895446,-122.3267294,47.66135776
225301121,382154,34,Operating Reckless or Aggressively,Unknown,Motor vehicle driver,,,2/6/2025,3925940,-122.3042478,47.58592185
225301125,382154,,None,,Motor vehicle driver,,,2/6/2025,3925940,-122.3042478,47.58592185
225301127,380642,,Did not Grant Right of Way to Non Motorist,Unknown,Motor vehicle driver,,,1/15/2025,3932096,-122.305354,47.54392529
225301130,381356,72,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/13/2025,3838027,-122.3273066,47.61850038
225301132,380642,,None,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection with Signal,Marked Cross Walk,1/15/2025,3932096,-122.305354,47.54392529
225301133,383838,40,Apparently Asleep,No Injury,Motor vehicle driver,,,6/17/2025,3927962,-122.3281763,47.53235689
225301135,381948,20,Unknown Distraction,No Injury,Motor vehicle driver,,,3/25/2025,3930154,-122.3473812,47.70361645
225301136,381356,22,None,No Injury,Motor vehicle driver,,,2/13/2025,3838027,-122.3273066,47.61850038
225301137,383838,,None,,Motor vehicle driver,,,6/17/2025,3927962,-122.3281763,47.53235689
225301139,381948,39,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/25/2025,3930154,-122.3473812,47.70361645
225301141,380684,60,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/6/2025,3925741,-122.3126766,47.72351836
225301142,380860,18,Unknown Distraction,No Injury,Motor vehicle driver,,,2/13/2025,EF65632,-122.3029809,47.62682943
225301143,380684,29,None,No Injury,Motor vehicle driver,,,2/6/2025,3925741,-122.3126766,47.72351836
225301145,380860,28,None,No Injury,Motor vehicle driver,,,2/13/2025,EF65632,-122.3029809,47.62682943
225301148,382132,25,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,3/15/2025,3931947,-122.3399488,47.57439412
225301149,384718,17,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,6/26/2025,EG04957,-122.3867844,47.56839525
225301152,384718,33,None,Possible Injury,Motor vehicle driver,,,6/26/2025,EG04957,-122.3867844,47.56839525
225301153,385287,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/4/2025,EF82497,-122.2880258,47.56346233
225301155,385287,32,None,No Injury,Motor vehicle driver,,,4/4/2025,EF82497,-122.2880258,47.56346233
225301156,384718,17,,No Injury,Motor vehicle passenger,,,6/26/2025,EG04957,-122.3867844,47.56839525
225301160,385266,,Unknown Distraction,Unknown,Motor vehicle driver,,,8/5/2025,3924533,-122.3357651,47.61817451
225301164,385266,,,,Motor vehicle driver,,,8/5/2025,3924533,-122.3357651,47.61817451
225301166,381363,59,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,2/13/2025,3930090,-122.360666,47.68584231
225301168,381363,,None,,Motor vehicle driver,,,2/13/2025,3930090,-122.360666,47.68584231
225301170,382104,48,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,3/26/2025,EF78455,-122.3488152,47.57141869
225301171,381728,17,,No Injury,Motor vehicle passenger,,,3/18/2025,EF75232,-122.3096975,47.66306289
225301172,382104,34,None,Possible Injury,Pedal cycle driver,Riding With Traffic,Designated Bike Route,3/26/2025,EF78455,-122.3488152,47.57141869
225301173,381728,11,,Possible Injury,Motor vehicle passenger,,,3/18/2025,EF75232,-122.3096975,47.66306289
225301175,385458,17,Eating or Drinking,No Injury,Motor vehicle driver,,,6/30/2025,EG05467,-122.2987292,47.57835587
225301177,381728,18,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/18/2025,EF75232,-122.3096975,47.66306289
225301178,385458,17,,No Injury,Motor vehicle passenger,,,6/30/2025,EG05467,-122.2987292,47.57835587
225301179,384233,,Exceeding Reasonable and Safe Speed,Unknown,Motor vehicle driver,,,6/5/2025,EF99386,-122.3315237,47.60372112
225301180,381728,46,None,No Injury,Motor vehicle driver,,,3/18/2025,EF75232,-122.3096975,47.66306289
225301181,384233,44,Improper Turn/Merge,No Injury,Motor vehicle driver,,,6/5/2025,EF99386,-122.3315237,47.60372112
225301182,385458,17,,No Injury,Motor vehicle passenger,,,6/30/2025,EG05467,-122.2987292,47.57835587
225301183,381728,18,,No Injury,Motor vehicle passenger,,,3/18/2025,EF75232,-122.3096975,47.66306289
225301186,385458,16,,No Injury,Motor vehicle passenger,,,6/30/2025,EG05467,-122.2987292,47.57835587
225301188,385667,49,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/19/2025,EF91292,-122.3044337,47.6757824
225301190,380636,24,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,1/11/2025,3914019,-122.2589347,47.52002617
225301191,385667,,None,,Motor vehicle driver,,,4/19/2025,EF91292,-122.3044337,47.6757824
225301192,380636,,,,Motor vehicle driver,,,1/11/2025,3914019,-122.2589347,47.52002617
225301197,385667,2,,No Injury,Motor vehicle passenger,,,4/19/2025,EF91292,-122.3044337,47.6757824
225301199,380636,,,,Motor vehicle driver,,,1/11/2025,3914019,-122.2589347,47.52002617
225301201,384498,,Following Too Closely,Unknown,Motor vehicle driver,,,7/19/2025,EG11222,-122.2875607,47.56176453
225301202,382102,77,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/5/2025,3930028,-122.3627463,47.70139608
225301203,380636,,,,Motor vehicle driver,,,1/11/2025,3914019,-122.2589347,47.52002617
225301204,380636,49,,Unknown,Motor vehicle passenger,,,1/11/2025,3914019,-122.2589347,47.52002617
225301205,383211,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,5/14/2025,EF92140,-122.3011812,47.59380003
225301206,384498,59,None,No Injury,Motor vehicle driver,,,7/19/2025,EG11222,-122.2875607,47.56176453
225301207,382102,18,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/5/2025,3930028,-122.3627463,47.70139608
225301211,380636,37,,Unknown,Motor vehicle passenger,,,1/11/2025,3914019,-122.2589347,47.52002617
225301213,383211,,None,,Motor vehicle driver,,,5/14/2025,EF92140,-122.3011812,47.59380003
225301220,383649,,,No Injury,Motor vehicle passenger,,,5/21/2025,3929162,-122.3428456,47.61090798
225301222,383649,71,Improper Backing,No Injury,Motor vehicle driver,,,5/21/2025,3929162,-122.3428456,47.61090798
225301226,384922,68,Improper Turn/Merge,No Injury,Motor vehicle driver,,,8/9/2025,3924475,-122.342481,47.60832804
225301227,385671,31,Did not Grant Right of Way to Vehicle,Possible Injury,Motor vehicle driver,,,4/28/2025,EF86971,-122.3063465,47.60617313
225301230,385671,51,None,Possible Injury,Motor vehicle driver,,,4/28/2025,EF86971,-122.3063465,47.60617313
225301232,385299,55,Did not Grant Right of Way to Non Motorist,No Injury,Motor vehicle driver,,,4/4/2025,EF82513,-122.3167967,47.60169905
225301233,383201,20,Unknown Distraction,No Injury,Motor vehicle driver,,,5/12/2025,EF92441,-122.3053206,47.54465438
225301234,385671,,,Unknown,Motor vehicle passenger,,,4/28/2025,EF86971,-122.3063465,47.60617313
225301235,385299,34,None,Non Serious Injury (Evident Injury),Pedal cycle driver,Riding With Traffic,Designated Bike Route,4/4/2025,EF82513,-122.3167967,47.60169905
225301236,384922,56,,No Injury,Motor vehicle driver,,,8/9/2025,3924475,-122.342481,47.60832804
225301237,383201,30,None,No Injury,Motor vehicle driver,,,5/12/2025,EF92441,-122.3053206,47.54465438
225301238,385671,46,,Possible Injury,Motor vehicle passenger,,,4/28/2025,EF86971,-122.3063465,47.60617313
225301239,381590,51,None,No Injury,Motor vehicle driver,,,3/17/2025,3929228,-122.3346864,47.60634303
225301240,385275,66,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/14/2025,3930251,-122.3119523,47.66489849
225301241,383201,4,,No Injury,Motor vehicle passenger,,,5/12/2025,EF92441,-122.3053206,47.54465438
225301242,381590,26,Unknown Distraction,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/17/2025,3929228,-122.3346864,47.60634303
225301243,385275,24,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/14/2025,3930251,-122.3119523,47.66489849
225301244,381775,38,Following Too Closely,No Injury,Motor vehicle driver,,,3/15/2025,EF76169,-122.3123786,47.70352701
225301245,381960,43,Unknown Distraction,No Injury,Motor vehicle driver,,,3/19/2025,EF77121,-122.3762536,47.55836076
225301246,384081,39,Unknown Distraction,No Injury,Motor vehicle driver,,,7/5/2025,3895760,-122.3749236,47.65400198
225301247,381775,23,None,Non Serious Injury (Evident Injury),Motor vehicle driver,,,3/15/2025,EF76169,-122.3123786,47.70352701
225301249,381960,49,None,No Injury,Motor vehicle driver,,,3/19/2025,EF77121,-122.3762536,47.55836076
225301250,384081,43,None,No Injury,Motor vehicle driver,,,7/5/2025,3895760,-122.3749236,47.65400198
225301251,381775,32,,Possible Injury,Motor vehicle passenger,,,3/15/2025,EF76169,-122.3123786,47.70352701
225301253,381960,55,None,No Injury,Motor vehicle driver,,,3/19/2025,EF77121,-122.3762536,47.55836076
225301256,382323,26,Apparently Asleep,No Injury,Motor vehicle driver,,,4/13/2025,EF82502,-122.2875607,47.56176453
225301259,382323,68,None,No Injury,Motor vehicle driver,,,4/13/2025,EF82502,-122.2875607,47.56176453
225301261,382340,74,Apparently Ill,Non Serious Injury (Evident Injury),Motor vehicle driver,,,4/21/2025,3931640,-122.2580889,47.55062381
225301263,382323,67,,No Injury,Motor vehicle passenger,,,4/13/2025,EF82502,-122.2875607,47.56176453
225301265,381730,,Unknown Distraction,Unknown,Motor vehicle driver,,,3/17/2025,EF75153,-122.2952794,47.57601232
225301266,381730,18,None,Non Serious Injury (Evident Injury),Pedestrian,Crossing -  Non Intersection - No Crosswalk,Roadway,3/17/2025,EF75153,-122.2952794,47.57601232
225301272,381355,43,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,2/1/2025,3903112,-122.3764599,47.54468824
225301276,381355,57,None,No Injury,Motor vehicle driver,,,2/1/2025,3903112,-122.3764599,47.54468824
225301277,381315,26,None,No Injury,Motor vehicle driver,,,2/28/2025,EF70349,-122.3450475,47.64849424
225301281,381315,21,Did not Grant Right of Way to Vehicle,Possible Injury,Pedal cycle driver,Crossing or Entering Trafficway,Roadway,2/28/2025,EF70349,-122.3450475,47.64849424
225301283,380464,52,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/24/2025,EF59196,-122.3771418,47.64847562
225301285,384743,,Distractions Outiside Vehicle,,Motor vehicle driver,,,6/7/2025,EG01257,-122.326168,47.54625568
225301286,380464,22,None,No Injury,Motor vehicle driver,,,1/24/2025,EF59196,-122.3771418,47.64847562
225301287,379980,26,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,12/30/2024,3929846,-122.3075369,47.61221966
225301289,384743,39,None,No Injury,Motor vehicle driver,,,6/7/2025,EG01257,-122.326168,47.54625568
225301292,384743,4,,No Injury,Motor vehicle passenger,,,6/7/2025,EG01257,-122.326168,47.54625568
225301294,384743,22,None,Possible Injury,Pedestrian,All Other Actions,Sidewalk,6/7/2025,EG01257,-122.326168,47.54625568
225301296,381741,,Unknown Distraction,Unknown,Motor vehicle driver,,,3/18/2025,3931634,-122.297021,47.56768071
225301297,379980,,,,Motor vehicle driver,,,12/30/2024,3929846,-122.3075369,47.61221966
225301298,385454,69,Improper U-Turn,No Injury,Motor vehicle driver,,,6/25/2025,EG05566,-122.3293834,47.56381133
225301299,384097,,Unknown Distraction,,Motor vehicle driver,,,6/22/2025,3933418,-122.3819926,47.6475279
225301300,381741,38,None,Serious Injury,Pedestrian,Crossing at Intersection with Signal,Walkway,3/18/2025,3931634,-122.297021,47.56768071
225301301,381400,17,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,3/8/2025,EF72651,-122.3217997,47.66496998
225301302,385454,53,None,No Injury,Motor vehicle driver,,,6/25/2025,EG05566,-122.3293834,47.56381133
225301303,384097,44,,No Injury,Motor vehicle driver,,,6/22/2025,3933418,-122.3819926,47.6475279
225301305,381724,28,Unknown Distraction,Possible Injury,Motor vehicle driver,,,2/27/2025,3929913,-122.3089817,47.59962558
225301309,381724,,None,,Motor vehicle driver,,,2/27/2025,3929913,-122.3089817,47.59962558
225301310,381943,,Did not Grant Right of Way to Vehicle,,Motor vehicle driver,,,3/23/2025,EF76505,-122.3384644,47.60879433
225301311,381400,35,None,No Injury,Motor vehicle driver,,,3/8/2025,EF72651,-122.3217997,47.66496998
225301313,385270,46,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/29/2025,EF82130,-122.3122246,47.70034731
225301314,381943,66,None,Unknown,Motor vehicle driver,,,3/23/2025,EF76505,-122.3384644,47.60879433
225301315,381400,27,,No Injury,Motor vehicle passenger,,,3/8/2025,EF72651,-122.3217997,47.66496998
225301317,385270,27,None,No Injury,Motor vehicle driver,,,3/29/2025,EF82130,-122.3122246,47.70034731
225301318,385270,3,,No Injury,Motor vehicle passenger,,,3/29/2025,EF82130,-122.3122246,47.70034731
225301320,384257,43,Unknown Distraction,No Injury,Motor vehicle driver,,,7/10/2025,3925650,-122.3051606,47.56157294
225301322,384257,62,None,Possible Injury,Motor vehicle driver,,,7/10/2025,3925650,-122.3051606,47.56157294
225301323,381376,50,Operating Reckless or Aggressively,No Injury,Motor vehicle driver,,,3/4/2025,3908413,-122.3290716,47.58720561
225301324,382147,,Other/Contributing Circ. Not Listed,,Motor vehicle driver,,,2/21/2025,3926264,-122.3710747,47.56924512
225301325,381376,40,None,Possible Injury,Motor vehicle driver,,,3/4/2025,3908413,-122.3290716,47.58720561
225301326,382147,,,,Motor vehicle driver,,,2/21/2025,3926264,-122.3710747,47.56924512
225301328,382147,,None,,Motor vehicle driver,,,2/21/2025,3926264,-122.3710747,47.56924512
225301335,383796,40,Other/Contributing Circ. Not Listed,Possible Injury,Motor vehicle driver,,,5/25/2025,EF95175,-122.331813,47.60655842
225301337,383796,43,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,5/25/2025,EF95175,-122.331813,47.60655842
225301341,382343,19,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,3/23/2025,3929948,-122.3289799,47.60004169
225301342,382303,64,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,4/14/2025,EF82585,-122.3423492,47.62626716
225301344,381938,,Operating Reckless or Aggressively,Unknown,Motor vehicle driver,,,3/17/2025,EF75982,-122.3555163,47.71144125
225301345,382303,39,None,Possible Injury,Motor vehicle driver,,,4/14/2025,EF82585,-122.3423492,47.62626716
225301347,381938,,None,,Motor vehicle driver,,,3/17/2025,EF75982,-122.3555163,47.71144125
225301349,382343,30,None,No Injury,Motor vehicle driver,,,3/23/2025,3929948,-122.3289799,47.60004169
225301350,381938,,None,,Motor vehicle driver,,,3/17/2025,EF75982,-122.3555163,47.71144125
225301353,382343,31,,No Injury,Motor vehicle passenger,,,3/23/2025,3929948,-122.3289799,47.60004169
225301354,381938,,None,,Motor vehicle driver,,,3/17/2025,EF75982,-122.3555163,47.71144125
225301356,380859,37,Improper Backing,No Injury,Motor vehicle driver,,,2/12/2025,EF65631,-122.3055467,47.58663318
225301357,384466,,Unknown Distraction,Unknown,Motor vehicle driver,,,7/22/2025,EG12279,-122.3297735,47.53414972
225301358,384040,,,,Motor vehicle driver,,,6/7/2025,3930042,-122.3351505,47.6949578
225301359,380859,60,None,No Injury,Motor vehicle driver,,,2/12/2025,EF65631,-122.3055467,47.58663318
225301360,384466,,None,No Injury,Motor vehicle driver,,,7/22/2025,EG12279,-122.3297735,47.53414972
225301361,384040,18,,Serious Injury,Motor vehicle passenger,,,6/7/2025,3930042,-122.3351505,47.6949578
225301362,381938,44,None,Serious Injury,Pedestrian,Not in Roadway,Sidewalk,3/17/2025,EF75982,-122.3555163,47.71144125
225301365,384040,,Exceeding Stated Speed Limit,Possible Injury,Motor vehicle driver,,,6/7/2025,3930042,-122.3351505,47.6949578
225301366,383839,44,Unknown Distraction,No Injury,Motor vehicle driver,,,6/17/2025,3931227,-122.3762041,47.56408227
225301369,384040,,,,Motor vehicle driver,,,6/7/2025,3930042,-122.3351505,47.6949578
225301370,383839,16,None,No Injury,Motor vehicle driver,,,6/17/2025,3931227,-122.3762041,47.56408227
225301372,381593,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,2/17/2025,3924426,-122.3400698,47.61660033
225301377,384930,55,None,Possible Injury,Motor vehicle driver,,,8/10/2025,3937386,-122.3394523,47.56606633
225301378,381593,28,None,Possible Injury,Pedal cycle driver,Riding With Traffic,Designated Bike Route,2/17/2025,3924426,-122.3400698,47.61660033
225301381,384930,44,Unknown Distraction,No Injury,Motor vehicle driver,,,8/10/2025,3937386,-122.3394523,47.56606633
225301382,383450,61,Improper Passing,No Injury,Motor vehicle driver,,,5/21/2025,3936903,-122.3215914,47.67587054
225301384,382573,38,Under the Influence of Alcohol,No Injury,Motor vehicle driver,,,4/30/2025,3881709,-122.3767455,47.52197259
225301385,383450,37,None,No Injury,Motor vehicle driver,,,5/21/2025,3936903,-122.3215914,47.67587054
225301388,382573,,None,,Motor vehicle driver,,,4/30/2025,3881709,-122.3767455,47.52197259
225301393,381381,,Unknown Distraction,Unknown,Motor vehicle driver,,,3/4/2025,3930962,-122.3256112,47.54640369
225301404,381381,23,None,No Injury,Motor vehicle driver,,,3/4/2025,3930962,-122.3256112,47.54640369
225301405,385265,46,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,2/12/2025,3924370,-122.3398548,47.60857879
225301406,381954,34,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,3/14/2025,3929900,-122.3148053,47.61039264
225301408,381381,3,,No Injury,Motor vehicle passenger,,,3/4/2025,3930962,-122.3256112,47.54640369
225301409,381968,31,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,3/29/2025,EF78631,-122.2899377,47.56888806
225301411,385289,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,4/7/2025,EF82500,-122.3342289,47.55654479
225301412,381968,39,None,Unknown,Motor vehicle driver,,,3/29/2025,EF78631,-122.2899377,47.56888806
225301413,381314,26,Did not Grant Right of Way to Vehicle,No Injury,Motor vehicle driver,,,1/31/2025,EF61256,-122.3496967,47.61525476
225301415,381968,40,,Unknown,Motor vehicle passenger,,,3/29/2025,EF78631,-122.2899377,47.56888806
225301416,381954,,,,Motor vehicle driver,,,3/14/2025,3929900,-122.3148053,47.61039264
225301417,381314,43,None,No Injury,Motor vehicle driver,,,1/31/2025,EF61256,-122.3496967,47.61525476
225301419,381968,13,,Unknown,Motor vehicle passenger,,,3/29/2025,EF78631,-122.2899377,47.56888806
225301421,380477,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,1/15/2025,EF57045,-122.3078122,47.59270938
225301425,380477,61,None,Unknown,Motor vehicle driver,,,1/15/2025,EF57045,-122.3078122,47.59270938
225301427,381968,14,,Unknown,Motor vehicle passenger,,,3/29/2025,EF78631,-122.2899377,47.56888806
225301429,381964,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,3/15/2025,EF77313,-122.3213916,47.54775188
225301433,381964,30,None,No Injury,Motor vehicle driver,,,3/15/2025,EF77313,-122.3213916,47.54775188
225301434,382300,29,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/10/2025,EF83312,-122.3436385,47.61753374
225301438,385686,55,None,No Injury,Motor vehicle driver,,,5/21/2025,EF98158,-122.3274101,47.59239946
225301439,382300,61,Other/Contributing Circ. Not Listed,No Injury,Motor vehicle driver,,,4/10/2025,EF83312,-122.3436385,47.61753374
225301440,385686,38,Disregard Traffic Sign or Signal,Non Serious Injury (Evident Injury),Pedestrian,Crossing at Intersection Against Signal,Marked Cross Walk,5/21/2025,EF98158,-122.3274101,47.59239946
225301446,381570,,Improper Backing,Unknown,Motor vehicle driver,,,3/13/2025,EF74681,-122.3168598,47.61468816
225301447,381965,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,3/23/2025,EF77637,-122.346004,47.70053427
225301448,380868,,Other/Contributing Circ. Not Listed,Unknown,Motor vehicle driver,,,2/21/2025,EF68058,-122.3018245,47.58315094
225301449,381965,,None,,Motor vehicle driver,,,3/23/2025,EF77637,-122.346004,47.70053427
